Airline,NumFlights,AverageDelay,AverageDelay_CARRIER_DELAY,AverageDelay_WEATHER_DELAY,AverageDelay_NAS_DELAY,AverageDelay_SECURITY_DELAY,AverageDelay_LATE_AIRCRAFT_DELAY,Year,Month
DL,72063,6.16,24.28,3.53,14.14,0.03,13.94,2015,09
DL,75552,5.74,29.89,1.34,12.05,0.02,13.05,2015,10
DL,72228,6.98,24.64,2.68,13.19,0.11,14.67,2015,11
DL,70639,12.62,23.19,7.75,15.53,0.03,22.6,2015,12
EV,49925,13.4,20.53,1.74,14.95,0.0,23.12,2015,01
EV,45138,14.53,20.13,2.1,14.61,0.0,22.98,2015,02
EV,54190,12.41,20.59,1.49,12.88,0.0,24.07,2015,03
EV,49296,10.77,21.68,1.2,15.44,0.0,21.14,2015,04
EV,49213,13.67,21.95,2.21,16.7,0.0,26.73,2015,05
EV,49119,18.26,22.75,1.83,17.6,0.0,27.04,2015,06
EV,50381,12.59,21.2,1.07,16.04,0.0,24.65,2015,07
EV,48554,11.61,21.95,1.44,15.53,0.0,24.66,2015,08
EV,43721,8.05,22.06,1.23,15.34,0.0,19.94,2015,09
EV,45728,8.88,21.6,0.69,14.25,0.0,21.08,2015,10
EV,42572,11.23,21.93,1.62,16.42,0.0,23.32,2015,11
EV,44140,13.7,24.12,1.38,15.34,0.0,26.99,2015,12
F9,6829,21.72,15.46,0.6,22.52,0.0,30.97,2015,01
F9,5809,28.77,15.91,1.88,26.67,0.0,32.23,2015,02
F9,6950,22.72,15.07,0.76,23.35,0.0,28.03,2015,03
F9,7148,15.45,11.74,0.64,25.76,0.0,21.73,2015,04
F9,8118,15.53,14.39,0.33,25.98,0.0,23.61,2015,05
F9,7893,22.62,14.74,0.82,28.55,0.0,30.44,2015,06
F9,8090,17.48,14.25,0.55,25.5,0.0,24.7,2015,07
F9,8142,13.26,13.04,1.14,25.98,0.0,22.02,2015,08
F9,7873,10.04,16.74,0.63,20.53,0.0,29.67,2015,09
F9,8101,8.57,16.04,0.15,17.15,0.0,19.67,2015,10
F9,7763,15.43,14.27,0.59,24.48,0.0,23.15,2015,11
F9,8120,19.63,16.01,2.57,23.64,0.0,32.83,2015,12
HA,6440,5.2,18.98,1.57,1.9,0.18,16.84,2015,01
HA,5779,6.11,20.63,2.42,0.72,0.02,15.04,2015,02
HA,6313,4.39,23.08,2.31,0.35,0.01,12.06,2015,03
HA,6093,2.47,25.4,0.98,0.25,0.0,8.1,2015,04
HA,6434,3.23,22.72,0.53,1.17,0.0,13.35,2015,05
HA,6677,3.07,26.85,0.11,0.31,0.04,8.11,2015,06
HA,6955,4.56,23.85,0.62,0.53,0.05,13.84,2015,07
HA,6901,8.26,22.62,0.86,0.48,0.04,24.06,2015,08
HA,6154,5.87,18.5,2.88,0.38,0.03,17.25,2015,09
HA,6242,3.93,24.09,0.49,1.86,0.06,11.42,2015,10
HA,6024,2.68,24.23,0.67,0.1,0.0,9.43,2015,11
HA,6260,3.48,32.1,0.4,0.28,0.08,10.06,2015,12
MQ,29900,18.83,15.53,5.71,16.02,0.1,25.98,2015,01
MQ,26940,21.0,13.99,7.34,17.39,0.09,26.32,2015,02
MQ,28146,15.28,18.08,4.5,13.53,0.17,23.02,2015,03
MQ,25695,12.46,15.33,8.24,17.02,0.18,20.48,2015,04
MQ,25431,12.94,18.17,10.16,14.99,0.14,21.2,2015,05
MQ,25407,15.88,16.87,5.46,15.52,0.12,22.33,2015,06
MQ,24750,12.29,16.93,5.04,15.42,0.06,23.58,2015,07
MQ,23881,11.77,21.49,3.73,13.8,0.07,23.04,2015,08
MQ,21202,8.71,19.71,4.58,15.0,0.13,19.99,2015,09
MQ,21982,7.58,25.09,6.1,11.3,0.1,22.64,2015,10
MQ,20305,10.98,23.37,10.01,17.43,0.03,24.32,2015,11
MQ,20993,10.62,17.29,11.95,13.15,0.2,21.66,2015,12
NK,8743,16.39,8.66,0.26,40.03,0.16,10.52,2015,01
NK,8089,19.8,14.96,2.39,24.59,0.07,20.97,2015,02
NK,9400,15.89,15.58,1.44,23.93,0.12,21.12,2015,03
NK,9496,13.18,10.01,1.71,25.51,0.08,16.8,2015,04
NK,10051,25.96,15.83,2.44,23.18,0.21,27.69,2015,05
NK,9826,37.97,20.44,1.42,26.15,0.13,32.16,2015,06
NK,10351,19.04,13.64,1.08,23.04,0.3,22.44,2015,07
NK,10432,24.6,12.95,0.86,34.5,0.08,19.85,2015,08
NK,9948,13.23,15.43,0.81,22.19,0.08,19.05,2015,09
NK,10208,11.84,2.59,0.09,47.3,0.11,4.42,2015,10
NK,10164,12.38,12.42,1.31,25.38,0.17,13.68,2015,11
NK,10671,17.35,14.88,1.05,19.76,0.25,21.17,2015,12
OO,48114,15.83,18.99,2.7,12.02,0.06,30.73,2015,01
OO,43989,14.5,16.65,3.85,12.74,0.05,29.11,2015,02
OO,50078,9.87,17.79,1.98,11.67,0.08,25.31,2015,03
OO,49329,9.51,19.14,1.51,12.43,0.05,25.72,2015,04
OO,49864,9.97,18.73,1.91,12.2,0.09,23.92,2015,05
OO,50307,13.56,20.57,2.54,11.88,0.11,27.51,2015,06
OO,52627,12.44,18.81,1.66,11.54,0.1,27.93,2015,07
OO,52730,11.39,18.66,1.86,11.22,0.15,25.09,2015,08
OO,47625,8.23,20.09,1.55,12.07,0.16,22.99,2015,09
OO,48808,7.88,20.04,1.24,10.71,0.07,22.63,2015,10
OO,47292,10.72,19.02,3.29,14.4,0.07,25.07,2015,11
OO,47590,16.07,19.45,2.88,14.91,0.12,28.63,2015,12
UA,38395,15.86,20.66,3.94,13.57,0.0,19.91,2015,01
UA,36235,16.53,19.22,4.38,13.97,0.0,18.01,2015,02
UA,43603,15.77,20.03,3.56,14.2,0.0,22.12,2015,03
UA,41342,15.03,20.84,2.19,13.97,0.0,24.37,2015,04
UA,44411,16.56,17.93,3.85,14.75,0.04,25.42,2015,05
UA,46084,25.74,21.65,3.02,13.97,0.0,31.15,2015,06
UA,46478,21.0,22.93,2.06,12.12,0.0,30.11,2015,07
UA,45413,16.19,20.29,3.1,13.94,0.08,25.75,2015,08
UA,41778,10.08,20.59,1.86,14.59,0.02,22.68,2015,09
UA,45894,9.94,23.21,1.03,13.8,0.0,24.77,2015,10
UA,42647,13.72,22.2,3.49,18.67,0.01,28.39,2015,11
UA,43443,19.91,24.5,3.96,17.45,0.0,33.47,2015,12
US,33489,8.43,16.75,1.28,16.14,0.17,13.48,2015,01
US,30153,11.8,18.6,3.19,15.92,0.14,15.79,2015,02
US,34516,8.86,15.72,1.65,16.52,0.2,14.59,2015,03
US,32496,7.64,17.33,0.84,15.02,0.09,11.8,2015,04
US,33761,7.37,17.16,1.54,16.72,0.16,14.12,2015,05
US,34300,11.1,18.64,2.74,18.25,0.24,15.59,2015,06
VX,4731,9.88,13.23,5.23,19.72,0.2,16.06,2015,01
VX,4223,15.13,10.89,4.39,28.45,0.02,25.43,2015,02
VX,4873,12.93,12.46,3.87,20.9,0.09,22.83,2015,03
VX,4915,8.39,10.15,5.21,16.17,0.03,18.28,2015,04
VX,5236,13.09,8.49,3.04,21.96,0.07,20.23,2015,05
VX,5260,11.01,12.3,3.71,19.28,0.09,20.4,2015,06
VX,5411,12.06,9.34,2.23,20.43,0.28,19.72,2015,07
VX,5688,11.27,11.07,1.22,18.87,0.16,22.3,2015,08
VX,5154,6.27,11.55,2.38,15.46,0.14,14.57,2015,09
VX,5464,9.65,13.72,1.56,16.71,0.12,24.31,2015,10
VX,5414,8.6,14.17,2.7,13.56,0.26,17.73,2015,11
VX,5534,20.3,9.16,2.06,26.43,0.29,30.43,2015,12
WN,100042,11.4,14.67,1.48,6.91,0.04,24.93,2015,01
WN,90172,11.58,15.15,2.0,7.79,0.02,23.38,2015,02
WN,109245,11.83,17.06,1.45,6.58,0.09,25.6,2015,03
WN,106407,10.66,15.17,1.97,6.94,0.02,24.96,2015,04
WN,107702,13.58,15.98,3.24,6.86,0.03,28.45,2015,05
WN,109776,17.38,17.57,3.34,6.49,0.04,29.28,2015,06
WN,113650,17.0,16.98,1.99,6.89,0.04,30.6,2015,07
WN,108179,13.38,17.3,3.28,7.99,0.05,28.46,2015,08
WN,100645,7.42,15.92,2.51,7.98,0.1,22.39,2015,09
WN,104516,7.88,16.19,2.08,7.97,0.02,23.29,2015,10
WN,104045,9.59,15.63,1.7,7.2,0.08,22.36,2015,11
WN,107476,14.4,15.4,2.04,6.32,0.08,28.49,2015,12
AA,75580,10.28,23.49,2.91,11.84,0.12,17.53,2016,01
AA,71440,9.53,20.01,2.96,17.03,0.09,19.31,2016,02
AA,79119,10.85,19.21,2.26,14.3,0.21,21.3,2016,03
AA,74859,9.27,20.11,3.08,15.63,0.1,19.93,2016,04
AA,78678,11.47,20.76,4.77,15.43,0.11,21.55,2016,05
AA,79648,17.56,21.8,3.92,14.35,0.09,26.63,2016,06
AA,81678,18.98,21.34,4.1,16.1,0.1,27.24,2016,07
AA,80241,17.6,21.95,4.09,16.38,0.2,24.94,2016,08
AA,72460,9.29,19.46,2.71,15.85,0.08,18.25,2016,09
AA,75171,7.87,19.61,0.65,14.34,0.1,16.65,2016,10
AA,71819,7.66,17.49,0.78,15.17,0.14,17.2,2016,11
AA,73802,12.19,20.38,2.68,13.87,0.13,22.23,2016,12
AS,14205,6.57,14.05,2.67,16.11,0.17,16.95,2016,01
AS,13399,5.2,17.19,2.32,13.13,0.19,15.25,2016,02
AS,14781,6.08,13.81,0.62,15.68,0.32,16.41,2016,03
AS,14662,4.72,13.51,0.49,15.59,0.21,13.66,2016,04
AS,15385,4.13,14.84,0.74,14.93,0.22,11.74,2016,05
AS,15730,6.09,12.99,1.34,16.1,0.24,15.32,2016,06
AS,16256,5.03,15.6,1.12,16.64,0.38,11.95,2016,07
AS,16455,5.67,13.34,1.42,16.58,0.39,13.48,2016,08
AS,13858,4.19,14.8,0.93,16.28,0.25,11.82,2016,09
AS,14088,5.54,11.18,1.39,19.34,0.08,15.83,2016,10
AS,13946,5.02,14.18,0.82,14.43,0.18,12.59,2016,11
AS,14515,11.51,12.66,3.36,18.21,0.17,20.34,2016,12
B6,23018,17.37,19.89,1.96,11.06,0.19,24.98,2016,01
B6,21776,23.53,22.31,4.4,16.52,0.13,35.34,2016,02
B6,23825,15.3,19.46,1.08,14.38,0.27,25.46,2016,03
B6,23187,14.61,21.35,0.78,15.78,0.14,29.43,2016,04
B6,24240,11.75,18.75,2.09,13.18,0.14,20.11,2016,05
B6,23845,16.5,17.75,1.91,17.5,0.18,25.6,2016,06
B6,24927,24.42,21.13,3.6,19.99,0.16,31.1,2016,07
B6,24728,19.12,19.27,2.75,17.42,0.24,29.3,2016,08
B6,22396,12.27,15.8,1.99,16.02,0.19,23.08,2016,09
B6,23229,12.83,18.38,1.21,13.18,0.13,21.26,2016,10
B6,22974,9.62,20.79,0.36,14.13,0.09,19.28,2016,11
B6,24328,19.1,20.49,1.69,13.26,0.32,29.98,2016,12
DL,69711,9.8,24.75,6.63,14.5,0.02,17.78,2016,01
DL,67771,10.38,24.71,6.6,16.95,0.04,20.33,2016,02
DL,78210,8.44,25.04,3.03,14.62,0.04,17.42,2016,03
DL,76607,7.3,29.78,2.41,13.13,0.02,17.02,2016,04
DL,80556,7.9,27.2,2.38,11.84,0.05,16.19,2016,05
DL,81517,12.34,23.43,4.63,15.73,0.03,23.02,2016,06
DL,83677,16.02,26.71,6.23,22.04,0.02,25.51,2016,07
DL,84540,18.99,45.24,2.51,15.04,0.11,31.04,2016,08
DL,75475,6.84,25.85,3.6,14.75,0.06,14.8,2016,09
DL,78967,5.25,27.58,0.74,14.2,0.07,11.73,2016,10
DL,74103,6.14,25.49,1.8,14.3,0.07,13.68,2016,11
DL,71612,13.65,25.6,5.56,15.54,0.05,19.28,2016,12
EV,41970,10.38,26.2,1.67,13.33,0.0,21.99,2016,01
EV,39926,12.81,25.49,0.91,15.69,0.0,25.31,2016,02
EV,44584,10.75,25.45,1.46,16.29,0.0,24.26,2016,03
EV,40773,8.72,27.35,1.21,16.0,0.0,21.31,2016,04
EV,41294,10.43,26.08,1.8,17.39,0.0,21.76,2016,05
EV,42975,15.54,32.28,1.46,16.07,0.0,28.42,2016,06
EV,43562,21.69,32.93,1.78,17.79,0.0,33.01,2016,07
EV,43255,18.68,30.28,1.12,16.15,0.0,30.59,2016,08
EV,38994,12.2,31.23,1.19,15.62,0.0,25.2,2016,09
EV,39645,11.31,30.88,1.14,14.84,0.0,23.84,2016,10
EV,36499,13.39,31.41,1.29,15.54,0.0,28.34,2016,11
EV,37513,19.25,30.83,2.15,16.25,0.0,28.64,2016,12
F9,7099,11.23,18.54,1.56,21.09,0.0,30.1,2016,01
F9,6646,10.89,20.15,1.97,20.43,0.0,38.96,2016,02
F9,7057,18.61,17.48,1.89,21.75,0.0,40.63,2016,03
F9,7125,9.19,13.42,0.52,18.48,0.0,28.42,2016,04
F9,7920,14.71,14.39,2.33,20.3,0.0,35.0,2016,05
F9,8107,16.13,15.34,0.62,24.96,0.0,25.36,2016,06
F9,9019,25.4,16.35,0.98,23.42,0.0,32.36,2016,07
F9,8931,21.33,14.61,0.96,18.93,0.0,29.14,2016,08
F9,8646,19.74,18.47,0.76,15.55,0.0,34.64,2016,09
F9,8693,13.9,16.48,0.2,14.77,0.0,28.92,2016,10
F9,7707,8.01,17.44,0.14,14.9,0.0,22.56,2016,11
F9,8171,29.69,25.31,2.74,18.04,0.0,42.2,2016,12
HA,6279,2.7,26.77,1.71,0.53,0.13,7.23,2016,01
HA,5851,3.02,20.89,1.34,0.72,0.07,11.74,2016,02
HA,6355,3.64,16.77,2.19,0.49,0.22,13.31,2016,03
HA,6239,2.81,21.72,0.61,6.41,0.16,10.25,2016,04
HA,6432,3.87,23.27,2.58,1.35,0.0,13.06,2016,05
HA,6731,3.99,27.98,0.35,0.94,0.05,12.14,2016,06
HA,7022,5.91,27.64,1.01,0.98,0.01,19.24,2016,07
HA,7049,3.27,23.42,0.15,0.97,0.04,13.34,2016,08
HA,6178,3.48,21.43,0.36,2.36,0.31,11.58,2016,09
HA,6232,3.82,33.09,0.09,0.48,0.09,14.96,2016,10
HA,6074,3.57,27.35,0.83,0.35,0.02,10.56,2016,11
HA,6347,7.31,31.38,4.99,0.41,0.25,13.07,2016,12
NK,11047,17.57,16.12,1.05,19.18,0.18,21.0,2016,01
NK,10354,23.91,11.82,0.66,38.6,0.07,17.21,2016,02
NK,11246,21.28,0.86,0.05,57.74,0.01,1.03,2016,03
NK,11281,15.09,12.78,1.05,23.67,0.16,19.28,2016,04
NK,11992,13.6,12.05,2.08,24.28,0.16,18.38,2016,05
NK,11605,15.05,13.38,1.35,22.68,0.25,19.86,2016,06
NK,11995,18.35,4.45,0.47,54.97,0.03,8.85,2016,07
NK,11992,21.08,6.99,1.4,52.76,0.18,13.12,2016,08
NK,11151,9.88,1.91,0.15,60.13,0.01,2.62,2016,09
NK,11503,10.5,11.02,0.33,44.19,0.1,13.4,2016,10
NK,11607,8.68,13.8,1.15,28.2,0.1,18.71,2016,11
NK,12426,17.47,16.36,1.14,28.02,0.08,21.05,2016,12
OO,47619,14.03,22.54,2.89,14.31,0.08,28.77,2016,01
OO,45616,11.33,23.74,3.08,13.86,0.08,28.86,2016,02
OO,52057,13.04,21.59,2.58,15.08,0.08,28.61,2016,03
OO,50117,8.58,23.02,2.24,11.83,0.04,25.69,2016,04
OO,51253,10.0,20.82,2.66,15.27,0.08,27.7,2016,05
OO,52850,10.42,25.56,3.08,12.5,0.05,27.32,2016,06
OO,54964,12.23,26.05,3.49,14.29,0.09,28.35,2016,07
OO,54552,12.51,20.85,2.4,14.67,0.09,29.93,2016,08
OO,48976,7.35,21.79,3.94,15.18,0.04,23.69,2016,09
OO,51015,9.3,22.68,2.6,15.34,0.08,25.2,2016,10
OO,47286,10.52,23.34,5.74,14.09,0.08,28.98,2016,11
OO,49628,21.06,25.87,5.27,14.45,0.06,33.32,2016,12
UA,39761,11.94,22.2,2.99,15.8,0.01,20.59,2016,01
UA,38944,12.05,21.04,4.8,22.45,0.0,27.11,2016,02
UA,44250,14.67,20.48,2.58,17.54,0.0,28.38,2016,03
UA,43281,11.31,20.44,2.37,16.77,0.0,28.15,2016,04
UA,45914,12.69,20.07,3.48,17.0,0.0,28.05,2016,05
UA,46424,16.27,20.46,4.09,17.0,0.0,29.31,2016,06
UA,48049,19.64,20.63,5.7,19.35,0.0,31.97,2016,07
UA,49758,16.54,17.9,3.05,17.71,0.16,28.43,2016,08
UA,46935,11.23,20.54,2.2,17.15,0.0,24.58,2016,09
UA,49951,11.99,19.39,0.53,18.42,0.01,25.24,2016,10
UA,46082,10.66,18.96,1.98,17.8,0.0,23.79,2016,11
UA,45718,18.11,19.32,4.95,17.56,0.02,26.85,2016,12
VX,5384,15.87,10.88,1.91,25.93,0.07,24.01,2016,01
VX,4941,10.7,12.34,5.48,24.95,0.37,23.26,2016,02
VX,5635,17.34,10.11,1.94,27.07,0.12,26.02,2016,03
VX,5644,12.05,9.34,2.52,17.76,0.24,20.72,2016,04
VX,5847,13.99,12.76,2.5,18.12,0.09,22.36,2016,05
VX,5919,13.4,12.76,2.83,14.46,0.72,20.41,2016,06
VX,6100,13.66,13.09,2.79,18.96,0.09,20.77,2016,07
VX,6071,13.03,10.38,1.98,18.74,0.22,18.0,2016,08
VX,5726,8.63,10.58,3.03,15.49,0.62,18.11,2016,09
VX,5854,15.11,8.04,2.25,33.37,0.13,22.48,2016,10
VX,5917,9.33,10.44,3.31,16.51,0.06,16.82,2016,11
VX,6083,19.45,11.68,4.45,20.58,0.16,29.29,2016,12
WN,104154,8.64,15.33,1.73,7.15,0.08,22.22,2016,01
WN,97225,7.09,15.57,3.02,8.07,0.06,22.95,2016,02
WN,112003,10.06,12.71,2.19,8.47,0.06,23.82,2016,03
WN,107855,10.24,13.0,1.93,8.37,0.08,24.74,2016,04
WN,109847,10.55,12.36,2.83,7.98,0.08,25.23,2016,05
WN,112286,15.3,15.38,2.57,7.78,0.18,29.21,2016,06
WN,115208,18.79,18.92,3.2,7.95,0.05,32.6,2016,07
WN,110775,10.89,13.21,2.77,8.93,0.14,23.92,2016,08
WN,104083,7.76,12.94,1.88,8.59,0.04,21.95,2016,09
WN,108278,7.68,11.56,0.9,9.57,0.02,20.33,2016,10
WN,106924,7.64,11.96,1.33,8.6,0.14,20.3,2016,11
WN,110806,14.02,13.65,1.57,7.75,0.04,27.12,2016,12
AA,73132,10.75,18.74,2.35,15.37,0.18,18.74,2017,01
AA,67123,8.05,20.93,1.72,15.43,0.05,17.81,2017,02
AA,78114,10.91,19.87,1.26,14.68,0.11,21.1,2017,03
AA,73656,12.86,18.91,1.96,18.4,0.07,24.83,2017,04
AA,77328,11.44,18.39,1.21,18.0,0.09,21.32,2017,05
AA,77129,16.81,18.88,3.92,17.63,0.1,26.61,2017,06
AA,79403,17.44,20.69,4.66,16.07,0.17,27.0,2017,07
AA,79269,12.63,18.68,2.74,16.2,0.15,21.92,2017,08
AA,72061,7.7,21.4,2.5,14.41,0.16,17.91,2017,09
AA,75712,8.33,20.32,1.11,14.88,0.14,18.62,2017,10
AA,69677,6.68,21.91,0.73,10.97,0.57,17.77,2017,11
AA,73744,10.83,20.68,3.42,14.07,0.1,21.08,2017,12
AS,14711,10.49,11.74,3.82,18.62,0.17,19.19,2017,01
AS,13346,10.68,14.55,3.33,20.7,0.09,18.63,2017,02
AS,15422,8.23,12.25,0.97,16.1,0.26,16.22,2017,03
AS,15261,7.82,11.7,0.83,17.67,0.13,15.89,2017,04
AS,16108,7.05,11.76,1.41,18.51,0.15,13.35,2017,05
AS,16378,7.89,12.99,0.87,17.59,0.22,15.14,2017,06
AS,17027,6.74,15.3,1.72,14.01,0.35,14.16,2017,07
AS,16784,7.51,11.85,0.89,17.18,0.43,14.14,2017,08
AS,14934,5.43,14.39,1.04,15.41,0.12,11.53,2017,09
AS,15076,6.47,14.04,0.52,16.91,0.23,15.23,2017,10
AS,14638,8.04,13.08,4.16,18.61,0.44,18.78,2017,11
AS,15383,7.45,13.48,1.94,14.29,0.49,15.32,2017,12
B6,24602,17.97,20.3,1.44,15.22,0.31,29.28,2017,01
B6,22511,15.18,18.22,1.45,14.52,0.15,24.47,2017,02
B6,25975,18.93,19.66,0.82,19.82,0.08,27.47,2017,03
B6,25191,21.84,20.05,0.85,22.58,0.1,33.45,2017,04
B6,25519,27.57,21.2,0.8,25.02,0.12,33.94,2017,05
B6,25333,32.59,20.9,2.64,20.79,0.1,38.57,2017,06
B6,26436,28.75,22.15,2.45,19.79,0.1,36.11,2017,07
B6,26194,22.42,22.19,2.23,16.43,0.2,30.41,2017,08
B6,23957,16.9,20.48,2.12,21.02,0.1,27.6,2017,09
B6,24285,13.78,17.76,1.4,24.02,0.14,23.58,2017,10
B6,23664,7.94,19.33,0.25,13.65,0.74,17.25,2017,11
B6,24987,17.71,22.39,1.93,13.51,0.14,29.43,2017,12
DL,69813,15.87,30.86,9.57,16.84,0.03,21.96,2017,01
DL,65313,7.57,23.48,4.77,16.74,0.02,16.11,2017,02
DL,79070,9.96,24.37,5.0,19.02,0.03,19.36,2017,03
DL,77046,21.79,35.51,15.46,19.61,0.03,30.52,2017,04
DL,80742,12.58,22.11,1.58,21.75,0.03,19.44,2017,05
DL,81033,12.71,22.95,3.44,19.81,0.06,20.28,2017,06
DL,83604,12.92,25.55,3.87,18.76,0.16,20.27,2017,07
DL,84805,8.85,23.57,2.21,16.17,0.09,16.97,2017,08
DL,75505,7.01,27.37,5.55,17.68,0.04,13.7,2017,09
DL,79476,7.81,24.01,1.64,18.74,0.13,16.51,2017,10
DL,74348,4.58,27.7,1.69,13.48,0.09,10.68,2017,11
DL,72805,11.82,27.8,10.58,19.79,0.08,16.35,2017,12
EV,35037,21.64,36.33,1.37,15.79,0.0,31.73,2017,01
EV,30444,12.96,31.71,1.38,16.0,0.0,26.2,2017,02
EV,35235,18.39,34.93,0.98,15.85,0.0,30.42,2017,03
EV,30789,20.38,38.1,1.89,17.96,0.0,32.85,2017,04
EV,30851,18.53,33.95,0.86,21.47,0.0,28.79,2017,05
EV,30131,19.61,30.87,1.3,25.03,0.0,27.91,2017,06
EV,29231,18.64,30.73,1.64,25.03,0.0,26.84,2017,07
EV,28807,16.33,27.5,1.96,21.81,0.0,27.53,2017,08
EV,24040,11.63,28.61,0.62,21.11,0.0,22.36,2017,09
EV,23622,15.4,33.78,1.12,19.6,0.0,27.59,2017,10
EV,20595,9.47,22.51,1.01,19.89,0.0,21.76,2017,11
EV,20759,16.83,24.8,3.57,22.94,0.0,24.64,2017,12
F9,7760,20.15,16.75,0.87,19.07,0.0,31.09,2017,01
F9,6710,11.85,16.67,0.75,15.8,0.0,27.73,2017,02
F9,7745,13.71,13.67,0.99,17.97,0.0,30.2,2017,03
F9,7801,14.93,15.35,0.85,21.72,0.0,34.0,2017,04
F9,8632,14.96,11.92,0.91,20.52,0.0,31.05,2017,05
F9,8913,19.87,15.01,1.17,19.87,0.0,32.68,2017,06
F9,9611,20.28,15.06,1.31,18.52,0.0,39.4,2017,07
F9,9232,16.98,15.68,0.56,18.28,0.0,36.99,2017,08
F9,8662,10.01,19.22,0.54,15.06,0.0,30.93,2017,09
F9,9270,14.46,19.02,0.25,14.97,0.0,39.76,2017,10
F9,9165,11.17,19.38,0.27,11.02,0.0,34.84,2017,11
F9,9526,17.7,18.64,1.29,14.57,0.0,32.52,2017,12
HA,6276,6.44,29.94,0.9,0.25,0.12,14.11,2017,01
HA,5789,10.59,18.3,5.05,1.72,0.03,26.68,2017,02
HA,6596,5.76,20.61,2.48,0.54,0.12,15.89,2017,03
HA,6470,3.95,23.38,0.94,0.35,0.0,12.89,2017,04
HA,6790,4.64,28.27,0.13,1.63,0.03,12.44,2017,05
HA,7076,4.46,29.25,0.02,1.14,0.07,10.99,2017,06
HA,7308,3.57,22.7,0.19,1.11,0.35,12.98,2017,07
HA,7280,3.52,28.49,0.56,0.87,0.02,13.47,2017,08
HA,6571,2.89,31.12,1.31,0.46,0.09,9.49,2017,09
HA,6744,4.44,21.24,2.3,0.3,0.09,14.66,2017,10
HA,6500,4.07,23.06,0.26,0.25,0.03,12.17,2017,11
HA,6772,8.51,21.58,2.0,0.93,0.02,19.42,2017,12
NK,12570,16.06,9.08,0.73,43.84,0.04,12.14,2017,01
NK,11443,11.22,15.1,0.85,30.08,0.09,17.39,2017,02
NK,12882,16.72,17.41,1.21,30.33,0.05,22.05,2017,03
NK,12544,16.52,18.98,0.95,30.85,0.13,23.26,2017,04
NK,13405,18.78,16.58,1.25,31.5,0.16,19.93,2017,05
NK,13486,21.64,14.21,2.5,32.36,0.35,24.35,2017,06
NK,14212,17.88,6.97,1.58,51.1,0.1,11.51,2017,07
NK,14253,13.72,9.86,2.09,38.07,0.12,14.45,2017,08
NK,12919,12.67,21.4,1.99,24.78,0.15,21.71,2017,09
NK,13080,9.89,16.98,1.95,28.32,0.58,24.16,2017,10
NK,12806,7.13,17.59,0.29,25.44,0.72,19.53,2017,11
NK,13218,12.61,16.96,2.12,29.6,0.19,19.16,2017,12
OO,50146,18.96,23.5,4.63,15.19,0.1,31.32,2017,01
OO,46953,14.23,27.31,4.0,16.6,0.07,31.47,2017,02
OO,58100,14.92,24.46,3.92,14.99,0.02,32.33,2017,03
OO,56210,15.24,29.22,3.12,15.32,0.03,33.47,2017,04
OO,58567,12.76,25.82,2.78,15.63,0.01,30.72,2017,05
OO,61567,14.74,29.51,3.37,13.37,0.09,33.35,2017,06
OO,64559,16.11,28.74,2.92,13.42,0.04,35.0,2017,07
OO,66073,17.68,30.1,3.32,14.06,0.08,35.06,2017,08
OO,59781,9.59,27.22,2.79,12.36,0.07,26.98,2017,09
OO,64740,13.37,29.09,3.2,13.82,0.07,31.52,2017,10
OO,59264,10.81,29.74,4.43,13.88,0.19,27.97,2017,11
OO,60567,18.4,28.47,6.79,14.54,0.07,33.62,2017,12
UA,42403,16.32,21.44,2.57,21.19,0.02,24.59,2017,01
UA,40004,13.88,18.83,2.62,23.25,0.0,25.97,2017,02
UA,48497,13.39,17.89,1.32,21.32,0.0,25.53,2017,03
UA,45541,13.33,15.35,1.22,27.26,0.0,25.36,2017,04
UA,49408,13.21,16.31,2.38,27.28,0.0,24.21,2017,05
UA,52015,16.06,18.52,2.91,23.69,0.01,29.32,2017,06
UA,53569,17.6,18.26,4.78,22.43,0.0,34.33,2017,07
UA,55445,14.28,15.09,5.05,22.3,0.01,27.32,2017,08
UA,48875,7.89,16.05,1.58,22.39,0.0,20.13,2017,09
UA,51284,10.22,14.77,2.4,26.37,0.01,23.71,2017,10
UA,48354,8.29,16.4,0.48,23.09,0.0,24.37,2017,11
UA,49086,10.25,16.27,4.14,20.27,0.0,21.44,2017,12
VX,5782,20.14,9.31,3.34,25.09,0.04,24.72,2017,01
VX,5140,18.71,6.94,4.79,29.72,0.09,19.55,2017,02
VX,5817,18.79,7.92,2.29,25.34,0.1,22.1,2017,03
VX,5597,22.77,6.99,2.3,35.04,0.53,22.73,2017,04
VX,5894,24.08,7.39,0.61,29.81,0.13,22.78,2017,05
VX,5970,18.58,12.16,0.83,22.88,0.24,23.04,2017,06
VX,6135,13.01,9.92,1.67,22.44,0.19,18.62,2017,07
VX,6151,17.97,9.1,0.84,27.15,0.12,22.1,2017,08
VX,5808,10.39,10.87,1.11,23.42,0.34,18.65,2017,09
VX,6246,16.2,10.3,0.87,30.98,0.08,23.26,2017,10
VX,6135,10.19,10.26,1.44,22.92,0.37,16.97,2017,11
VX,6306,7.77,16.83,0.42,15.93,0.26,15.19,2017,12
WN,107785,12.79,11.74,2.18,9.7,0.03,25.66,2017,01
WN,95741,8.48,10.58,1.93,9.9,0.01,21.49,2017,02
